source,image,old_class_id,old_class_ko,cx,cy,w,h,area,edges_touched,flags,is_representative
9ban,A3_B2_P9_2022-06-17_IR1_00020,22,MCCB 접촉부,0.8323,0.9515,0.0597,0.097,0.00579,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00020,21,MCCB,0.567,0.94,0.5978,0.1169,0.06989,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00020,22,MCCB 접촉부,0.333,0.9484,0.113,0.1032,0.01167,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00023,22,MCCB 접촉부,0.7016,0.9619,0.0562,0.076,0.00427,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00023,21,MCCB,0.5337,0.9598,0.3976,0.0803,0.03194,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00023,21,MCCB,0.5271,0.0429,0.4401,0.0845,0.03721,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00024,22,MCCB 접촉부,0.3533,0.0689,0.0433,0.1369,0.00592,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00024,22,MCCB 접촉부,0.7019,0.0677,0.0564,0.134,0.00755,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00024,21,MCCB,0.5306,0.0803,0.4051,0.1606,0.06506,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00025,22,MCCB 접촉부,0.2871,0.9374,0.0662,0.1253,0.00829,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00025,21,MCCB,0.4821,0.937,0.4762,0.126,0.05998,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00026,21,MCCB,0.4839,0.8748,0.4028,0.2476,0.09973,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00026,21,MCCB,0.5015,0.0322,0.3987,0.0633,0.02522,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00027,21,MCCB,0.4883,0.0764,0.3787,0.1524,0.05773,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00029,21,MCCB,0.5293,0.9309,0.6697,0.1381,0.0925,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00030,21,MCCB,0.5752,0.0512,0.5302,0.1015,0.05384,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00033,21,MCCB,0.5514,0.0388,0.488,0.0772,0.03766,1,프레임접촉x1,0
9ban,A3_B2_P9_2022-06-17_IR1_00035,21,MCCB,0.5733,0.0889,0.5476,0.1777,0.09731,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,21,MCCB,0.6981,0.9582,0.188,0.0836,0.01572,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,22,MCCB 접촉부,0.7665,0.9619,0.0349,0.0744,0.0026,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,21,MCCB,0.5523,0.9615,0.1776,0.0771,0.01369,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,21,MCCB,0.715,0.0521,0.2019,0.1016,0.02052,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,22,MCCB 접촉부,0.6605,0.0532,0.0251,0.1064,0.00267,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,22,MCCB 접촉부,0.6228,0.9658,0.0371,0.0683,0.00253,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,21,MCCB,0.6207,0.0556,0.1292,0.1095,0.01414,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,22,MCCB 접촉부,0.5747,0.0595,0.0326,0.1172,0.00382,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00038,22,MCCB 접촉부,0.8006,0.0522,0.0326,0.1044,0.00341,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00039,22,MCCB 접촉부,0.3976,0.0466,0.0298,0.093,0.00277,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00049,22,MCCB 접촉부,0.8054,0.9177,0.0712,0.1639,0.01167,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00049,22,MCCB 접촉부,0.2955,0.918,0.0574,0.1631,0.00936,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00049,21,MCCB,0.5547,0.9079,0.5862,0.1842,0.108,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00050,22,MCCB 접촉부,0.8031,0.917,0.0459,0.1645,0.00755,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00050,21,MCCB,0.5768,0.9406,0.5104,0.1188,0.06065,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00053,22,MCCB 접촉부,0.681,0.9328,0.0748,0.1343,0.01005,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00053,22,MCCB 접촉부,0.2513,0.9411,0.0482,0.1177,0.00567,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00053,21,MCCB,0.4487,0.9357,0.5476,0.1285,0.07039,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00054,21,MCCB,0.4908,0.9189,0.5111,0.1623,0.08294,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00055,22,MCCB 접촉부,0.4355,0.0723,0.038,0.1416,0.00538,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00055,21,MCCB,0.4607,0.9006,0.509,0.1988,0.10119,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00055,22,MCCB 접촉부,0.6684,0.9174,0.0745,0.1651,0.0123,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00055,21,MCCB,0.5482,0.0789,0.2696,0.1577,0.0425,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00055,22,MCCB 접촉부,0.6555,0.0787,0.0511,0.1573,0.00803,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00056,21,MCCB,0.5796,0.8762,0.5846,0.2475,0.14472,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00056,21,MCCB,0.5719,0.0437,0.3194,0.086,0.02748,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00056,22,MCCB 접촉부,0.3148,0.9696,0.0687,0.0609,0.00418,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00057,22,MCCB 접촉부,0.8095,0.9108,0.0446,0.1748,0.00779,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00057,21,MCCB,0.6346,0.8771,0.4006,0.2458,0.09849,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00058,22,MCCB 접촉부,0.0098,0.284,0.0197,0.2691,0.00529,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00059,21,MCCB,0.059,0.7543,0.118,0.3031,0.03577,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00060,21,MCCB,0.0626,0.2991,0.125,0.3894,0.04867,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00060,21,MCCB,0.0597,0.7395,0.1191,0.3371,0.04013,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00061,22,MCCB 접촉부,0.8169,0.0283,0.0619,0.0565,0.0035,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00062,22,MCCB 접촉부,0.3862,0.9367,0.0411,0.1261,0.00518,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00062,21,MCCB,0.3992,0.9337,0.0738,0.1327,0.00979,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00062,22,MCCB 접촉부,0.6185,0.9321,0.0356,0.1351,0.00481,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00062,21,MCCB,0.5027,0.934,0.2785,0.1316,0.03666,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00063,22,MCCB 접촉부,0.3678,0.0401,0.043,0.0798,0.00343,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00063,22,MCCB 접촉부,0.6131,0.0383,0.0385,0.076,0.00293,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00063,21,MCCB,0.4897,0.0443,0.2914,0.0876,0.02552,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00065,22,MCCB 접촉부,0.5907,0.9774,0.0318,0.045,0.00143,1,프레임접촉x1 초소형,1
9ban,A3_B2_P9_2022-06-17_IR1_00065,21,MCCB,0.7241,0.9759,0.2843,0.0482,0.01369,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00067,22,MCCB 접촉부,0.3839,0.0296,0.0345,0.0592,0.00204,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00068,21,MCCB,0.4619,0.8764,0.3473,0.2467,0.08568,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00068,22,MCCB 접촉부,0.6133,0.8819,0.0476,0.2323,0.01106,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00068,22,MCCB 접촉부,0.3149,0.8755,0.0489,0.2484,0.01215,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00070,22,MCCB 접촉부,0.5863,0.1062,0.0667,0.206,0.01373,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00071,22,MCCB 접촉부,0.6235,0.1534,0.0713,0.3067,0.02187,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00072,22,MCCB 접촉부,0.691,0.101,0.0556,0.2003,0.01113,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00073,22,MCCB 접촉부,0.6305,0.0614,0.0398,0.1227,0.00489,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00074,21,MCCB,0.4953,0.0505,0.3872,0.1003,0.03885,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00074,22,MCCB 접촉부,0.33,0.0499,0.051,0.0978,0.00499,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00075,22,MCCB 접촉부,0.6466,0.0336,0.0511,0.067,0.00342,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00077,22,MCCB 접촉부,0.6456,0.874,0.0532,0.2478,0.0132,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00077,21,MCCB,0.4624,0.6116,0.4856,0.7703,0.37403,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00080,22,MCCB 접촉부,0.2988,0.8775,0.0542,0.2442,0.01325,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00080,22,MCCB 접촉부,0.6736,0.8885,0.0542,0.2229,0.01209,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00080,21,MCCB,0.4846,0.8742,0.4353,0.2517,0.10956,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00081,22,MCCB 접촉부,0.6338,0.0689,0.0372,0.1369,0.0051,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00081,22,MCCB 접촉부,0.3194,0.0597,0.0348,0.1195,0.00415,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00081,21,MCCB,0.4774,0.0628,0.3542,0.1246,0.04414,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00082,22,MCCB 접촉부,0.6525,0.0882,0.0386,0.1751,0.00675,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00082,22,MCCB 접촉부,0.3289,0.0764,0.0438,0.1524,0.00667,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00082,21,MCCB,0.489,0.0873,0.3717,0.1738,0.06461,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00084,23,ACB 접촉부,0.8047,0.0718,0.1326,0.1397,0.01852,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00087,23,ACB 접촉부,0.4158,0.4564,0.8316,0.1687,0.14026,1,프레임접촉x1,1
9ban,A3_B2_P9_2022-06-17_IR1_00088,23,ACB 접촉부,0.3583,0.5002,0.7096,0.2088,0.14815,1,프레임접촉x1,1
9ban,A3_B3_P9_2022-06-17_IR1_00005,22,MCCB 접촉부,0.9923,0.6678,0.0153,0.3965,0.00607,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00001,22,MCCB 접촉부,0.3843,0.9213,0.0608,0.1575,0.00957,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00001,22,MCCB 접촉부,0.6154,0.9174,0.0608,0.1652,0.01004,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00001,21,MCCB,0.0806,0.6784,0.1612,0.321,0.05174,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00001,21,MCCB,0.0882,0.3083,0.1763,0.321,0.05659,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00001,21,MCCB,0.4981,0.9161,0.2994,0.1678,0.05023,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,21,MCCB,0.0703,0.3572,0.1403,0.293,0.04111,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,21,MCCB,0.0707,0.7464,0.1412,0.3001,0.04236,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,21,MCCB,0.4953,0.9546,0.3056,0.0903,0.0276,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,21,MCCB,0.506,0.0392,0.3082,0.0777,0.02395,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,22,MCCB 접촉부,0.3776,0.0306,0.0413,0.061,0.00252,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,22,MCCB 접촉부,0.6261,0.9616,0.0404,0.0768,0.0031,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,22,MCCB 접촉부,0.3634,0.9655,0.0391,0.0684,0.00267,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00002,22,MCCB 접촉부,0.6302,0.0341,0.0452,0.0683,0.00308,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,22,MCCB 접촉부,0.4154,0.1197,0.0444,0.2345,0.0104,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,21,MCCB,0.0965,0.2052,0.1918,0.2117,0.04061,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,21,MCCB,0.0969,0.5279,0.1937,0.2963,0.0574,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,22,MCCB 접촉부,0.646,0.1201,0.037,0.237,0.00877,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,22,MCCB 접촉부,0.484,0.9615,0.0554,0.077,0.00427,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,21,MCCB,0.3437,0.9552,0.3488,0.0896,0.03125,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00003,21,MCCB,0.5281,0.1247,0.2706,0.2455,0.06643,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00004,21,MCCB,0.4598,0.0778,0.2426,0.1545,0.03749,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00004,22,MCCB 접촉부,0.564,0.0705,0.0406,0.1409,0.00572,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00005,21,MCCB,0.447,0.9344,0.2732,0.1312,0.03584,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00005,22,MCCB 접촉부,0.5618,0.9554,0.0452,0.0891,0.00403,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00006,21,MCCB,0.4828,0.8801,0.4264,0.2399,0.10228,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00006,22,MCCB 접촉부,0.6705,0.8829,0.0468,0.2339,0.01094,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00006,22,MCCB 접촉부,0.3047,0.8896,0.0531,0.2196,0.01166,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00007,22,MCCB 접촉부,0.2988,0.9423,0.0568,0.1137,0.00645,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00007,21,MCCB,0.4866,0.9351,0.4358,0.1298,0.05657,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00007,21,MCCB,0.4888,0.1466,0.4208,0.2932,0.12338,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00007,22,MCCB 접촉부,0.6766,0.9402,0.0479,0.1193,0.00571,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00007,22,MCCB 접촉부,0.6719,0.1433,0.0475,0.2854,0.01356,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,21,MCCB,0.535,0.0449,0.4484,0.0885,0.0397,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,22,MCCB 접촉부,0.8542,0.9473,0.0323,0.1053,0.0034,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,22,MCCB 접촉부,0.4073,0.953,0.0398,0.094,0.00374,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,22,MCCB 접촉부,0.3395,0.0405,0.0508,0.0806,0.00409,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,21,MCCB,0.7357,0.9451,0.2747,0.1098,0.03016,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,22,MCCB 접촉부,0.7396,0.0519,0.0481,0.1032,0.00496,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,21,MCCB,0.2989,0.9453,0.2632,0.1095,0.02882,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00008,22,MCCB 접촉부,0.6306,0.9169,0.0513,0.1652,0.00848,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00011,21,MCCB,0.1198,0.7494,0.2394,0.3407,0.08157,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00015,22,MCCB 접촉부,0.2476,0.9516,0.042,0.0968,0.00407,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00015,22,MCCB 접촉부,0.5758,0.9683,0.0549,0.0634,0.00348,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00015,21,MCCB,0.4118,0.9497,0.3749,0.1006,0.03771,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,21,MCCB,0.5665,0.9384,0.169,0.1232,0.02082,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,22,MCCB 접촉부,0.1815,0.9678,0.0451,0.0641,0.00289,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,22,MCCB 접촉부,0.4169,0.9694,0.0383,0.0608,0.00233,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,21,MCCB,0.7293,0.9517,0.2745,0.0966,0.02651,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,21,MCCB,0.3013,0.9588,0.2748,0.0824,0.02264,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,22,MCCB 접촉부,0.7185,0.1064,0.0453,0.2127,0.00964,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,22,MCCB 접촉부,0.6223,0.9489,0.0538,0.1022,0.00549,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,22,MCCB 접촉부,0.3648,0.0912,0.051,0.1795,0.00915,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00016,21,MCCB,0.5401,0.1038,0.4084,0.2076,0.08478,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,22,MCCB 접촉부,0.6517,0.096,0.0553,0.1909,0.01055,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,22,MCCB 접촉부,0.7683,0.97,0.0552,0.0597,0.00329,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,22,MCCB 접촉부,0.3241,0.1008,0.0491,0.1971,0.00968,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,21,MCCB,0.6601,0.9468,0.2849,0.1065,0.03033,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,22,MCCB 접촉부,0.5469,0.9541,0.0547,0.0917,0.00501,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00017,21,MCCB,0.4895,0.1025,0.3871,0.205,0.07936,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00018,21,MCCB,0.685,0.8924,0.2774,0.2152,0.05971,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00018,22,MCCB 접촉부,0.6612,0.0846,0.0645,0.1676,0.01081,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00018,21,MCCB,0.5012,0.089,0.3958,0.1779,0.07042,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00019,22,MCCB 접촉부,0.7248,0.0542,0.0471,0.1083,0.00511,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00019,21,MCCB,0.5468,0.0671,0.4064,0.1335,0.05423,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00019,22,MCCB 접촉부,0.3713,0.057,0.0449,0.114,0.00512,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00021,22,MCCB 접촉부,0.0183,0.7897,0.0365,0.2359,0.0086,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00021,21,MCCB,0.1368,0.787,0.2729,0.2572,0.07019,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00022,21,MCCB,0.2531,0.8652,0.2789,0.2681,0.07478,1,프레임접촉x1,1
9ban,A3_B4_P9_2022-06-17_IR1_00023,23,ACB 접촉부,0.5467,0.9377,0.3684,0.1246,0.04589,1,프레임접촉x1,1
